timestamp,station,air_temperature_celsius,wind_speed_knots,wind_direction_deg,air_pressure_hpa,relative_humidity_percent
2026-05-02 04:00:00,Maitri,-20.75,26.23,54,969.3,72.9
2026-05-02 05:00:00,Maitri,-6.42,39.24,294,991.8,55.4
2026-05-02 06:00:00,Maitri,-14.94,6.93,280,962.4,74.2
2026-05-02 07:00:00,Maitri,-0.9,42.38,99,999.0,80.2
2026-05-02 08:00:00,Maitri,1.12,12.6,275,997.9,51.4
2026-05-02 09:00:00,Maitri,-19.49,21.09,34,1008.7,77.1
2026-05-02 10:00:00,Maitri,-26.94,45.17,132,988.1,64.2
2026-05-02 11:00:00,Maitri,-25.43,33.49,295,963.1,52.4
2026-05-02 12:00:00,Maitri,2.59,38.7,39,993.4,61.9
2026-05-02 13:00:00,Maitri,-9.84,34.03,358,997.3,42.3
2026-05-02 14:00:00,Maitri,-25.26,26.59,269,991.2,83.4
2026-05-02 15:00:00,Maitri,-3.69,22.86,155,999.6,85.7
2026-05-02 16:00:00,Maitri,-20.98,12.2,91,979.1,83.3
2026-05-02 17:00:00,Maitri,-18.94,18.18,196,985.8,60.1
2026-05-02 18:00:00,Maitri,-10.28,36.24,76,979.6,80.4
2026-05-02 19:00:00,Maitri,-8.86,29.8,216,980.9,53.4
2026-05-02 20:00:00,Maitri,-10.73,39.38,2,1008.8,54.8
2026-05-02 21:00:00,Maitri,-12.91,39.01,109,989.9,79.5
2026-05-02 22:00:00,Maitri,-22.61,31.76,84,994.2,48.3
2026-05-02 23:00:00,Maitri,-14.13,43.08,326,1001.2,41.0
2026-05-03 00:00:00,Maitri,-4.34,43.3,103,968.2,84.3
2026-05-03 01:00:00,Maitri,-14.09,36.89,224,963.6,75.1
2026-05-03 02:00:00,Maitri,-15.72,34.98,72,995.0,68.0
2026-05-03 03:00:00,Maitri,-5.96,28.63,308,1013.8,46.5
2026-05-03 04:00:00,Maitri,-11.95,20.98,4,981.7,56.7
2026-05-03 05:00:00,Maitri,-15.2,40.22,92,990.9,70.6
2026-05-03 06:00:00,Maitri,-0.25,9.23,126,1002.6,46.6
2026-05-03 07:00:00,Maitri,-1.27,25.78,285,995.6,41.1
2026-05-03 08:00:00,Maitri,-18.23,24.76,277,978.8,45.4
2026-05-03 09:00:00,Maitri,-18.55,29.58,122,999.4,53.1
2026-05-03 10:00:00,Maitri,1.77,44.33,21,965.8,61.3
2026-05-03 11:00:00,Maitri,-21.08,20.99,349,1007.6,84.5
2026-05-03 12:00:00,Maitri,-8.3,17.29,235,964.7,65.3
2026-05-03 13:00:00,Maitri,-18.16,27.67,217,1008.2,88.4
2026-05-03 14:00:00,Maitri,-15.82,26.03,284,980.2,83.1
2026-05-03 15:00:00,Maitri,-10.41,37.97,342,984.6,63.0
2026-05-03 16:00:00,Maitri,-0.8,12.33,271,998.2,53.5
2026-05-03 17:00:00,Maitri,-11.86,9.61,271,978.0,89.8
2026-05-03 18:00:00,Maitri,-20.24,24.86,337,1013.8,71.6
2026-05-03 19:00:00,Maitri,0.59,8.64,338,965.0,86.7
2026-05-03 20:00:00,Maitri,-24.06,13.82,152,994.4,85.0
2026-05-03 21:00:00,Maitri,-25.5,27.48,160,1007.8,68.4
2026-05-03 22:00:00,Maitri,-14.5,24.44,291,990.2,49.3
2026-05-03 23:00:00,Maitri,0.78,16.41,56,971.7,47.4
2026-05-04 00:00:00,Maitri,2.73,9.47,192,973.5,90.9
2026-05-04 01:00:00,Maitri,-7.97,32.31,318,997.8,58.4
2026-05-04 02:00:00,Maitri,-20.97,35.06,45,1006.6,71.9
2026-05-04 03:00:00,Maitri,-21.44,7.06,93,1008.5,76.6
2026-05-04 04:00:00,Maitri,-21.3,36.39,337,994.7,61.7
2026-05-04 05:00:00,Maitri,-27.09,42.42,264,991.1,63.4
2026-05-04 06:00:00,Maitri,-0.47,25.91,326,972.6,84.8
2026-05-04 07:00:00,Maitri,-1.12,38.4,344,984.0,49.1
2026-05-04 08:00:00,Maitri,-3.43,18.03,299,978.2,69.7
2026-05-04 09:00:00,Maitri,0.33,14.03,91,985.3,89.3
2026-05-04 10:00:00,Maitri,-24.1,30.68,17,973.6,47.5
2026-05-04 11:00:00,Maitri,-25.46,22.16,126,977.6,44.2
2026-05-04 12:00:00,Maitri,-11.16,41.21,79,1009.1,58.1
2026-05-04 13:00:00,Maitri,1.38,9.97,329,978.8,61.8
2026-05-04 14:00:00,Maitri,-23.04,8.4,118,985.2,72.7
2026-05-04 15:00:00,Maitri,-1.03,8.11,322,991.1,53.9
2026-05-04 16:00:00,Maitri,-1.15,9.16,106,1013.7,71.6
2026-05-04 17:00:00,Maitri,-14.65,32.06,159,965.1,56.1
2026-05-04 18:00:00,Maitri,-3.77,39.49,263,986.9,62.1
2026-05-04 19:00:00,Maitri,-2.08,43.59,60,968.4,71.6
2026-05-04 20:00:00,Maitri,-20.03,24.18,106,983.3,57.0
2026-05-04 21:00:00,Maitri,-3.96,25.4,53,1006.8,75.7
2026-05-04 22:00:00,Maitri,-19.57,19.16,273,1000.7,52.3
2026-05-04 23:00:00,Maitri,-9.16,29.77,68,976.2,80.1
2026-05-05 00:00:00,Maitri,-23.0,5.43,63,1004.3,52.2
2026-05-05 01:00:00,Maitri,-0.53,19.97,164,969.6,86.7
2026-05-05 02:00:00,Maitri,-22.1,14.45,101,990.7,53.6
2026-05-05 03:00:00,Maitri,-10.64,40.16,292,967.0,45.5
2026-05-05 04:00:00,Maitri,-23.11,42.08,58,976.8,65.0
2026-05-05 05:00:00,Maitri,-27.46,16.31,91,1005.6,62.5
2026-05-05 06:00:00,Maitri,-27.56,9.25,252,978.9,81.0
2026-05-05 07:00:00,Maitri,2.34,15.49,291,988.7,47.4
2026-05-05 08:00:00,Maitri,-10.63,18.27,207,1001.7,42.4
2026-05-05 09:00:00,Maitri,-2.74,24.67,246,970.5,43.2
2026-05-05 10:00:00,Maitri,-19.73,23.17,72,1012.5,71.2
2026-05-05 11:00:00,Maitri,-7.68,8.43,73,994.9,49.6
2026-05-05 12:00:00,Maitri,-25.53,44.65,344,984.4,46.2
2026-05-05 13:00:00,Maitri,-28.07,36.83,124,989.8,87.3
2026-05-05 14:00:00,Maitri,-22.91,15.31,105,990.2,85.6
2026-05-05 15:00:00,Maitri,-7.78,38.79,48,1013.6,73.8
2026-05-05 16:00:00,Maitri,-23.9,16.13,80,1010.6,69.4
2026-05-05 17:00:00,Maitri,0.83,34.18,298,980.4,75.4
2026-05-05 18:00:00,Maitri,-3.09,27.74,268,985.0,86.4
2026-05-05 19:00:00,Maitri,-26.79,5.43,214,988.0,81.8
2026-05-05 20:00:00,Maitri,-21.56,23.4,216,1001.7,49.6
2026-05-05 21:00:00,Maitri,-17.53,33.54,181,988.8,58.3
2026-05-05 22:00:00,Maitri,-20.75,44.34,105,1011.1,72.6
2026-05-05 23:00:00,Maitri,-7.95,37.95,170,981.3,65.9
2026-05-06 00:00:00,Maitri,-10.59,7.74,71,1002.1,67.2
2026-05-06 01:00:00,Maitri,-1.66,10.48,155,983.1,56.0
2026-05-06 02:00:00,Maitri,-19.6,34.3,124,1008.5,73.2
2026-05-06 03:00:00,Maitri,2.0,42.79,18,975.3,62.2
2026-05-06 04:00:00,Maitri,-4.89,11.05,40,995.7,64.4
2026-05-06 05:00:00,Maitri,-18.34,41.96,258,963.2,79.2
2026-05-06 06:00:00,Maitri,-20.1,30.88,78,996.1,56.9
2026-05-06 07:00:00,Maitri,-11.18,44.66,75,973.2,71.5
2026-05-06 08:00:00,Maitri,-8.97,44.13,288,979.9,87.3
2026-05-06 09:00:00,Maitri,-21.8,27.25,296,971.1,41.3
2026-05-06 10:00:00,Maitri,-22.96,23.44,327,988.5,70.6
2026-05-06 11:00:00,Maitri,-23.88,35.68,271,987.6,89.6
2026-05-06 12:00:00,Maitri,-25.19,17.39,313,1012.7,71.2
2026-05-06 13:00:00,Maitri,-14.57,6.96,260,994.3,53.1
2026-05-06 14:00:00,Maitri,-26.99,14.99,294,990.1,64.5
2026-05-06 15:00:00,Maitri,-11.45,21.95,308,1008.0,61.6
2026-05-06 16:00:00,Maitri,-13.39,26.18,252,975.1,80.9
2026-05-06 17:00:00,Maitri,-5.59,22.06,143,969.9,57.6
2026-05-06 18:00:00,Maitri,-5.38,34.84,88,982.0,82.9
2026-05-06 19:00:00,Maitri,-20.97,29.14,276,996.6,90.3
2026-05-06 20:00:00,Maitri,-24.32,29.23,321,999.8,79.7
2026-05-06 21:00:00,Maitri,-23.38,36.19,20,1011.1,50.8
2026-05-06 22:00:00,Maitri,-13.38,36.16,224,986.8,41.2
2026-05-06 23:00:00,Maitri,-9.82,41.31,103,991.0,55.4
2026-05-07 00:00:00,Maitri,-16.65,42.51,78,1008.9,84.8
2026-05-07 01:00:00,Maitri,2.34,11.46,310,998.2,80.7
2026-05-07 02:00:00,Maitri,-16.97,12.37,25,987.6,87.8
2026-05-07 03:00:00,Maitri,0.63,29.16,354,997.1,91.1
2026-05-07 04:00:00,Maitri,0.07,8.74,322,967.8,67.4
2026-05-07 05:00:00,Maitri,-12.34,14.95,192,978.4,84.5
2026-05-07 06:00:00,Maitri,2.53,13.98,109,1011.0,78.4
2026-05-07 07:00:00,Maitri,-4.49,40.18,146,990.2,43.4
2026-05-07 08:00:00,Maitri,-27.07,32.77,262,962.8,74.9
2026-05-07 09:00:00,Maitri,-28.04,13.91,141,984.3,91.2
2026-05-07 10:00:00,Maitri,-25.79,8.64,246,995.2,82.8
2026-05-07 11:00:00,Maitri,-2.11,32.76,331,985.1,88.4
2026-05-07 12:00:00,Maitri,-16.53,11.09,128,969.8,54.9
2026-05-07 13:00:00,Maitri,-13.48,9.55,167,1000.9,79.4
2026-05-07 14:00:00,Maitri,-5.65,6.76,282,987.5,68.9
2026-05-07 15:00:00,Maitri,-13.7,29.19,298,1002.7,61.1
2026-05-07 16:00:00,Maitri,-27.07,27.29,287,1009.6,74.5
2026-05-07 17:00:00,Maitri,-10.73,37.34,20,984.7,57.8
2026-05-07 18:00:00,Maitri,-27.74,26.54,261,1005.9,51.5
2026-05-07 19:00:00,Maitri,-24.47,27.68,294,997.6,79.4
2026-05-07 20:00:00,Maitri,-23.33,26.23,5,1003.4,47.6
2026-05-07 21:00:00,Maitri,-5.69,29.53,220,967.0,47.7
2026-05-07 22:00:00,Maitri,-25.71,20.75,12,1011.4,77.7
2026-05-07 23:00:00,Maitri,-23.36,20.98,341,972.4,46.2
2026-05-08 00:00:00,Maitri,-0.72,10.62,268,964.1,58.9
2026-05-08 01:00:00,Maitri,-17.72,23.51,207,999.8,60.3
2026-05-08 02:00:00,Maitri,-18.06,41.69,154,992.5,61.0
2026-05-08 03:00:00,Maitri,-23.36,41.97,355,999.6,43.8
2026-05-08 04:00:00,Maitri,-17.19,4.73,106,998.3,74.4
2026-05-08 05:00:00,Maitri,-27.69,19.21,282,992.5,49.1
2026-05-08 06:00:00,Maitri,-13.96,20.34,223,971.9,75.8
2026-05-08 07:00:00,Maitri,-21.82,29.43,12,1002.9,42.7
2026-05-08 08:00:00,Maitri,-2.54,19.34,221,991.5,40.3
2026-05-08 09:00:00,Maitri,-24.46,35.79,222,1000.5,89.7
2026-05-08 10:00:00,Maitri,-23.45,15.39,127,979.8,79.7
2026-05-08 11:00:00,Maitri,-0.11,21.12,226,996.0,63.4
2026-05-08 12:00:00,Maitri,2.2,26.05,358,1001.3,72.3
2026-05-08 13:00:00,Maitri,-5.3,26.45,194,985.2,48.9
2026-05-08 14:00:00,Maitri,-27.24,16.55,207,999.8,58.7
2026-05-08 15:00:00,Maitri,-18.75,5.47,173,975.4,53.0
2026-05-08 16:00:00,Maitri,-11.04,5.58,111,1002.7,53.5
2026-05-08 17:00:00,Maitri,-25.3,27.18,150,980.4,51.4
2026-05-08 18:00:00,Maitri,-14.92,21.88,63,1012.0,57.1
2026-05-08 19:00:00,Maitri,-20.9,9.51,84,1002.3,62.5
2026-05-08 20:00:00,Maitri,-6.77,15.19,154,970.9,79.9
2026-05-08 21:00:00,Maitri,-25.24,5.02,235,1000.6,59.5
2026-05-08 22:00:00,Maitri,1.14,45.76,12,983.8,46.1
2026-05-08 23:00:00,Maitri,-6.38,16.79,279,991.3,45.2
2026-05-09 00:00:00,Maitri,-6.47,32.55,74,990.2,77.2
2026-05-09 01:00:00,Maitri,-2.45,18.15,169,970.8,53.3
2026-05-09 02:00:00,Maitri,-15.17,27.99,318,962.2,69.5
2026-05-09 03:00:00,Maitri,-4.22,10.94,172,978.3,45.2
2026-05-09 04:00:00,Maitri,-25.5,7.53,231,987.8,58.4
2026-05-09 05:00:00,Maitri,-13.34,19.92,40,968.8,64.2
2026-05-09 06:00:00,Maitri,-25.2,43.29,295,968.1,55.6
2026-05-09 07:00:00,Maitri,-19.38,39.86,189,966.7,47.1
2026-05-09 08:00:00,Maitri,-18.11,32.06,18,1004.7,73.8
2026-05-09 09:00:00,Maitri,-26.75,44.83,268,1004.7,46.0
2026-05-09 10:00:00,Maitri,-16.94,43.74,328,1006.7,54.6
2026-05-09 11:00:00,Maitri,-2.44,44.41,243,978.1,48.6
2026-05-09 12:00:00,Maitri,-22.84,32.17,343,987.6,87.5
2026-05-09 13:00:00,Maitri,-10.75,34.09,129,970.7,86.4
2026-05-09 14:00:00,Maitri,-23.09,37.85,201,976.6,72.0
2026-05-09 15:00:00,Maitri,-0.32,10.6,104,1001.5,59.6
2026-05-09 16:00:00,Maitri,-5.35,14.22,132,975.2,55.8
2026-05-09 17:00:00,Maitri,-18.25,15.5,322,998.3,69.1
2026-05-09 18:00:00,Maitri,-20.11,23.56,137,1006.2,92.0
2026-05-09 19:00:00,Maitri,-25.15,41.71,215,992.2,57.3
2026-05-09 20:00:00,Maitri,-27.46,21.29,132,1006.6,73.1
2026-05-09 21:00:00,Maitri,-19.67,35.99,349,1012.3,91.6
2026-05-09 22:00:00,Maitri,-5.76,13.57,318,1006.8,85.1
2026-05-09 23:00:00,Maitri,1.47,31.8,305,998.2,42.1
2026-05-10 00:00:00,Maitri,-11.79,41.03,187,987.0,84.8
2026-05-10 01:00:00,Maitri,-17.74,39.97,183,966.0,62.7
2026-05-10 02:00:00,Maitri,-14.7,14.35,267,997.5,54.4
2026-05-10 03:00:00,Maitri,-9.04,35.38,150,987.6,66.3
2026-05-10 04:00:00,Maitri,-17.41,22.52,205,973.7,75.3
2026-05-10 05:00:00,Maitri,-17.72,41.76,234,994.6,50.3
2026-05-10 06:00:00,Maitri,-27.32,32.34,60,987.3,88.1
2026-05-10 07:00:00,Maitri,-19.97,42.99,242,984.5,45.7
2026-05-10 08:00:00,Maitri,-8.34,29.11,47,995.0,54.5
2026-05-10 09:00:00,Maitri,-12.75,37.53,11,1007.2,58.6
2026-05-10 10:00:00,Maitri,-12.85,4.87,217,1000.9,44.6
2026-05-10 11:00:00,Maitri,-2.36,23.61,276,1005.1,91.8
2026-05-10 12:00:00,Maitri,-26.47,6.94,202,986.8,84.5
2026-05-10 13:00:00,Maitri,-25.55,16.26,271,977.7,71.3
2026-05-10 14:00:00,Maitri,-11.9,40.04,247,965.6,87.1
2026-05-10 15:00:00,Maitri,2.78,17.75,286,980.1,47.8
2026-05-10 16:00:00,Maitri,-25.86,32.49,286,985.8,85.2
2026-05-10 17:00:00,Maitri,-11.97,21.34,343,1005.5,56.2
2026-05-10 18:00:00,Maitri,-5.75,17.73,151,1003.7,85.3
2026-05-10 19:00:00,Maitri,-18.98,28.49,316,980.7,59.3
2026-05-10 20:00:00,Maitri,-19.4,9.08,75,975.8,78.8
2026-05-10 21:00:00,Maitri,-6.81,39.69,124,998.7,89.1
2026-05-10 22:00:00,Maitri,-22.87,16.36,192,982.6,65.2
2026-05-10 23:00:00,Maitri,-9.93,40.1,199,966.9,59.9
2026-05-11 00:00:00,Maitri,-4.39,26.15,275,974.0,45.7
2026-05-11 01:00:00,Maitri,-19.4,31.93,261,962.5,88.9
2026-05-11 02:00:00,Maitri,-10.35,34.01,53,976.1,47.3
2026-05-11 03:00:00,Maitri,-4.08,10.76,49,977.7,55.9
2026-05-11 04:00:00,Maitri,-8.51,10.53,41,1000.0,53.5
2026-05-11 05:00:00,Maitri,0.15,29.08,159,984.7,74.2
2026-05-11 06:00:00,Maitri,-1.21,18.67,125,1007.8,85.6
2026-05-11 07:00:00,Maitri,-26.75,6.26,181,987.6,56.3
2026-05-11 08:00:00,Maitri,-16.28,31.92,96,984.2,50.0
2026-05-11 09:00:00,Maitri,-15.94,31.5,37,975.0,66.9
2026-05-11 10:00:00,Maitri,-15.51,10.76,284,973.4,63.4
2026-05-11 11:00:00,Maitri,-9.91,34.62,84,996.0,57.4
2026-05-11 12:00:00,Maitri,-7.04,36.15,102,979.9,41.0
2026-05-11 13:00:00,Maitri,-19.39,30.92,340,996.7,43.5
2026-05-11 14:00:00,Maitri,-22.27,17.18,10,965.6,41.2
2026-05-11 15:00:00,Maitri,-23.23,43.75,52,1008.0,86.7
2026-05-11 16:00:00,Maitri,-16.79,27.3,305,962.6,46.0
2026-05-11 17:00:00,Maitri,-11.55,12.66,208,1013.3,87.1
2026-05-11 18:00:00,Maitri,-6.95,27.99,233,970.0,89.8
2026-05-11 19:00:00,Maitri,-28.19,8.57,142,998.9,57.5
2026-05-11 20:00:00,Maitri,-2.79,36.7,246,1013.4,57.7
2026-05-11 21:00:00,Maitri,-10.33,27.52,33,998.9,65.6
2026-05-11 22:00:00,Maitri,-7.02,23.94,18,992.4,68.3
2026-05-11 23:00:00,Maitri,-11.21,18.61,194,1005.6,61.9
2026-05-12 00:00:00,Maitri,-26.56,9.94,330,987.3,74.7
2026-05-12 01:00:00,Maitri,-9.5,7.27,267,970.2,58.6
2026-05-12 02:00:00,Maitri,-22.81,26.74,143,1012.1,56.1
2026-05-12 03:00:00,Maitri,-10.15,44.56,199,971.3,44.6
2026-05-12 04:00:00,Maitri,-23.13,44.79,353,967.9,72.8
2026-05-12 05:00:00,Maitri,-26.56,42.44,323,991.0,64.4
2026-05-12 06:00:00,Maitri,2.65,23.65,123,996.0,81.8
2026-05-12 07:00:00,Maitri,-9.9,16.65,133,999.8,71.4
2026-05-12 08:00:00,Maitri,-25.2,16.4,242,986.4,71.9
2026-05-12 09:00:00,Maitri,-3.83,24.56,11,1001.9,69.5
2026-05-12 10:00:00,Maitri,-6.02,9.1,296,1005.0,79.7
2026-05-12 11:00:00,Maitri,-7.36,42.65,13,972.2,73.9
2026-05-12 12:00:00,Maitri,-11.36,18.12,205,979.2,55.1
2026-05-12 13:00:00,Maitri,-7.87,27.59,92,994.7,91.0
2026-05-12 14:00:00,Maitri,-22.61,28.56,53,1009.4,68.6
2026-05-12 15:00:00,Maitri,2.42,41.7,0,977.6,72.4
2026-05-12 16:00:00,Maitri,-22.93,12.58,316,976.0,49.0
2026-05-12 17:00:00,Maitri,-2.55,36.51,220,996.0,85.5
2026-05-12 18:00:00,Maitri,-20.56,14.17,219,1001.9,90.1
2026-05-12 19:00:00,Maitri,-13.22,36.36,204,981.3,86.8
2026-05-12 20:00:00,Maitri,2.76,13.26,247,995.8,42.2
2026-05-12 21:00:00,Maitri,-1.92,15.53,75,984.8,58.8
2026-05-12 22:00:00,Maitri,-28.19,24.01,275,976.9,72.3
2026-05-12 23:00:00,Maitri,-20.76,14.8,278,985.8,41.0
2026-05-13 00:00:00,Maitri,-2.28,11.08,328,1002.0,59.4
2026-05-13 01:00:00,Maitri,-14.56,19.57,333,980.5,49.7
2026-05-13 02:00:00,Maitri,-8.82,36.77,187,968.3,46.0
2026-05-13 03:00:00,Maitri,-16.93,10.34,297,993.7,78.6
2026-05-13 04:00:00,Maitri,-8.28,33.72,62,992.6,87.7
2026-05-13 05:00:00,Maitri,-7.73,23.11,189,992.9,63.8
2026-05-13 06:00:00,Maitri,-22.77,13.06,336,991.8,84.4
2026-05-13 07:00:00,Maitri,-8.73,22.1,246,982.0,68.2
2026-05-13 08:00:00,Maitri,-16.46,12.26,147,990.0,54.2
2026-05-13 09:00:00,Maitri,-7.57,22.68,301,986.3,67.2
2026-05-13 10:00:00,Maitri,-18.1,41.41,88,998.9,40.4
2026-05-13 11:00:00,Maitri,1.52,26.26,311,1007.7,80.0
2026-05-13 12:00:00,Maitri,1.85,30.01,90,969.0,82.5
2026-05-13 13:00:00,Maitri,-22.05,10.03,19,996.4,65.4
2026-05-13 14:00:00,Maitri,0.22,35.85,99,971.9,55.9
2026-05-13 15:00:00,Maitri,-12.02,42.96,158,980.1,79.7
2026-05-13 16:00:00,Maitri,-11.66,28.58,105,982.9,69.7
2026-05-13 17:00:00,Maitri,-25.17,39.74,260,964.9,64.5
2026-05-13 18:00:00,Maitri,-6.2,24.83,202,1005.3,91.4
2026-05-13 19:00:00,Maitri,-1.41,27.7,298,1012.1,89.9
2026-05-13 20:00:00,Maitri,-26.63,24.26,292,998.0,73.4
2026-05-13 21:00:00,Maitri,-27.36,25.51,195,1004.8,74.3
2026-05-13 22:00:00,Maitri,-10.73,4.51,308,969.9,60.7
2026-05-13 23:00:00,Maitri,-3.51,6.7,294,973.0,58.2
2026-05-14 00:00:00,Maitri,-15.03,34.57,151,972.0,91.2
2026-05-14 01:00:00,Maitri,-21.58,16.47,298,965.6,85.7
2026-05-14 02:00:00,Maitri,-16.01,22.32,243,995.1,49.5
2026-05-14 03:00:00,Maitri,-28.24,4.65,297,978.7,89.6
2026-05-14 04:00:00,Maitri,-9.41,30.84,72,994.8,66.1
2026-05-14 05:00:00,Maitri,-10.22,37.63,63,992.4,83.6
2026-05-14 06:00:00,Maitri,-5.68,40.13,293,997.0,50.9
2026-05-14 07:00:00,Maitri,-23.74,17.51,334,1012.8,60.1
2026-05-14 08:00:00,Maitri,-4.33,26.35,286,995.3,48.2
2026-05-14 09:00:00,Maitri,-1.61,33.55,67,1003.2,61.9
2026-05-14 10:00:00,Maitri,-16.4,17.57,169,979.1,89.7
2026-05-14 11:00:00,Maitri,-6.38,11.54,243,995.8,40.8
2026-05-14 12:00:00,Maitri,-12.11,35.7,255,1000.3,50.9
2026-05-14 13:00:00,Maitri,-23.74,8.95,79,1001.5,60.1
2026-05-14 14:00:00,Maitri,1.83,18.43,334,963.8,62.7
2026-05-14 15:00:00,Maitri,-18.03,45.0,319,980.2,43.5
2026-05-14 16:00:00,Maitri,-26.29,17.08,49,1006.1,87.4
2026-05-14 17:00:00,Maitri,-15.57,38.24,117,1007.5,73.1
2026-05-14 18:00:00,Maitri,1.07,24.04,159,988.8,66.2
2026-05-14 19:00:00,Maitri,-8.85,32.06,300,996.9,80.6
2026-05-14 20:00:00,Maitri,-26.94,37.61,316,974.0,90.4
2026-05-14 21:00:00,Maitri,-0.32,42.96,187,983.3,53.5
2026-05-14 22:00:00,Maitri,-11.25,18.78,241,1005.4,40.9
2026-05-14 23:00:00,Maitri,-8.22,22.53,25,966.5,62.9
2026-05-15 00:00:00,Maitri,2.64,13.86,231,1002.5,71.8
2026-05-15 01:00:00,Maitri,-2.02,11.3,213,990.6,49.7
2026-05-15 02:00:00,Maitri,-10.4,25.46,221,988.5,70.4
2026-05-15 03:00:00,Maitri,-6.88,17.24,219,1007.2,42.3
2026-05-15 04:00:00,Maitri,-22.53,31.04,222,1009.5,81.7
2026-05-15 05:00:00,Maitri,-18.48,37.72,70,971.2,48.1
2026-05-15 06:00:00,Maitri,-27.41,18.7,209,996.4,77.1
2026-05-15 07:00:00,Maitri,-16.17,44.52,297,969.2,60.7
2026-05-15 08:00:00,Maitri,-17.16,18.95,15,994.8,53.7
2026-05-15 09:00:00,Maitri,-21.23,26.12,302,987.4,44.0
2026-05-15 10:00:00,Maitri,-8.87,27.77,130,974.0,89.2
2026-05-15 11:00:00,Maitri,-27.88,28.68,195,989.5,81.6
2026-05-15 12:00:00,Maitri,-3.57,13.61,52,1005.4,72.6
2026-05-15 13:00:00,Maitri,-9.5,21.92,143,1002.3,84.6
2026-05-15 14:00:00,Maitri,-3.04,5.48,92,1012.4,92.0
2026-05-15 15:00:00,Maitri,-12.56,29.59,170,994.5,43.2
2026-05-15 16:00:00,Maitri,-9.44,26.68,30,970.9,77.1
2026-05-15 17:00:00,Maitri,-11.2,24.74,24,1001.6,72.1
2026-05-15 18:00:00,Maitri,-7.41,29.22,209,979.3,60.9
2026-05-15 19:00:00,Maitri,-18.71,23.56,58,1012.4,83.3
2026-05-15 20:00:00,Maitri,-22.2,25.76,338,992.2,70.7
2026-05-15 21:00:00,Maitri,-8.68,12.01,244,989.4,91.1
2026-05-15 22:00:00,Maitri,-21.39,19.34,73,973.7,62.0
2026-05-15 23:00:00,Maitri,-21.66,26.26,336,976.7,73.5
2026-05-16 00:00:00,Maitri,-23.61,12.25,145,981.9,77.1
2026-05-16 01:00:00,Maitri,-22.33,35.85,251,995.9,54.2
2026-05-16 02:00:00,Maitri,-7.65,9.25,313,977.0,67.6
2026-05-16 03:00:00,Maitri,-9.01,19.6,46,993.7,81.6
2026-05-16 04:00:00,Maitri,-17.05,26.44,154,962.8,90.6
2026-05-16 05:00:00,Maitri,-19.2,37.78,157,964.0,80.1
2026-05-16 06:00:00,Maitri,-24.62,9.93,355,1011.6,58.9
2026-05-16 07:00:00,Maitri,-1.4,38.85,330,1008.7,56.9
2026-05-16 08:00:00,Maitri,1.07,44.64,243,970.5,82.6
2026-05-16 09:00:00,Maitri,-14.2,44.01,18,993.3,78.1
2026-05-16 10:00:00,Maitri,-25.2,33.07,189,979.2,58.5
2026-05-16 11:00:00,Maitri,-2.08,9.05,147,977.4,58.8
2026-05-16 12:00:00,Maitri,-14.96,39.23,249,993.5,72.9
2026-05-16 13:00:00,Maitri,-16.69,9.65,66,1000.8,49.8
2026-05-16 14:00:00,Maitri,-14.03,45.52,144,1010.8,63.2
2026-05-16 15:00:00,Maitri,-26.2,11.26,163,1010.6,58.9
2026-05-16 16:00:00,Maitri,-13.29,17.28,270,984.8,85.5
2026-05-16 17:00:00,Maitri,-1.09,19.13,43,993.2,91.9
2026-05-16 18:00:00,Maitri,-20.16,41.02,117,993.5,47.0
2026-05-16 19:00:00,Maitri,-17.21,38.03,45,980.0,46.4
2026-05-16 20:00:00,Maitri,-14.26,27.67,131,985.9,76.8
2026-05-16 21:00:00,Maitri,-0.3,11.8,20,978.8,78.9
2026-05-16 22:00:00,Maitri,-18.29,16.25,318,972.5,54.0
2026-05-16 23:00:00,Maitri,-13.13,20.54,264,1009.2,76.6
2026-05-17 00:00:00,Maitri,-7.87,40.88,78,962.7,45.8
2026-05-17 01:00:00,Maitri,-21.23,45.86,310,1002.7,47.6
2026-05-17 02:00:00,Maitri,-9.92,23.23,246,963.5,77.0
2026-05-17 03:00:00,Maitri,1.48,40.89,17,1004.3,45.9
2026-05-17 04:00:00,Maitri,-17.38,45.8,336,967.3,63.4
2026-05-17 05:00:00,Maitri,1.83,45.9,137,980.8,48.2
2026-05-17 06:00:00,Maitri,-25.42,31.19,101,990.9,66.5
2026-05-17 07:00:00,Maitri,-21.79,28.1,347,993.3,70.8
2026-05-17 08:00:00,Maitri,-7.96,12.87,145,974.4,78.2
2026-05-17 09:00:00,Maitri,-17.78,16.87,247,989.6,47.8
2026-05-17 10:00:00,Maitri,-1.56,36.98,255,999.8,52.1
2026-05-17 11:00:00,Maitri,-20.64,17.23,13,979.9,48.1
2026-05-17 12:00:00,Maitri,-10.22,40.47,122,973.6,44.6
2026-05-17 13:00:00,Maitri,-25.69,23.55,69,998.3,75.3
2026-05-17 14:00:00,Maitri,-18.69,20.54,12,971.9,90.2
2026-05-17 15:00:00,Maitri,-24.27,15.97,305,998.2,45.4
2026-05-17 16:00:00,Maitri,-6.39,43.56,288,980.8,52.1
2026-05-17 17:00:00,Maitri,-28.01,17.05,204,993.6,90.9
2026-05-17 18:00:00,Maitri,-26.89,6.97,211,992.8,85.1
